id,str1,str2,time3,int4
4668,f8,Dqb,03/30/1991 05:28 PM,640458
4669,S,b,03/24/1970 10:49 PM,421289
4670,Qhj9,TgqvR,07/16/1974 01:05 PM,473646
4671,T1EI,P9J,06/06/1986 05:19 PM,476426
4672,VdrLq,s,12/17/1993 10:48 AM,393660
4673,x,M,07/29/1998 10:26 PM,457277
4674,s4O,Pm,03/20/2000 02:24 AM,371495
4675,LkM,XstI,08/07/1977 05:44 PM,645378
4676,PdK6,8n,07/07/1989 10:04 PM,41736
4677,uQ,jy,01/30/1972 09:11 PM,897362
4678,uTSL3,j9mb,08/07/1998 10:49 PM,870703
4679,N,fJ,02/22/1972 02:00 PM,241564
4680,p,L5,07/14/2003 10:45 AM,3224
4681,s7g,iEj,12/06/2014 09:55 AM,782235
4682,vcX,KYXj,03/03/2002 08:40 AM,77361
4683,cJp3,bj,10/19/1980 04:39 AM,469627
4684,r6B,3dJq,01/20/2001 09:18 PM,905700
4685,DbXzg,ig,06/12/1982 02:53 AM,396370
4686,r,Dvnd,06/07/2004 02:29 PM,240091
4687,8f,Y4q,03/12/1976 07:32 AM,270356
4688,XJ72,qET,08/04/2013 11:29 PM,353666
4689,awP91,ak,03/12/1982 08:04 PM,401943
4690,GkW3L,g4V,12/17/1990 02:14 PM,217606
4691,Q,up,03/30/1979 07:49 PM,651972
4692,f,2O,08/08/1988 09:37 PM,671222
4693,iw,ixcq,03/22/1995 11:02 PM,243864
4694,c,Ua,12/22/1997 07:54 AM,746327
4695,o79,J,05/20/1983 12:25 PM,395568
4696,Znn,7d,11/22/2006 11:47 AM,66105
4697,44,TLq,03/30/1980 01:59 PM,532638
4698,LE,6E3CY,08/20/1984 10:32 PM,18556
4699,Mb,ZZqB5,11/30/2012 05:52 PM,389798
4700,U,HG5,07/26/1992 07:05 AM,903722
4701,24F1,FgMlP,11/24/2000 07:00 PM,164315
4702,SUyRS,JpoZw,06/27/2006 02:14 AM,236393
4703,M,RbJNx,04/10/1988 07:01 PM,785880
4704,5G2SJ,H8,12/31/1986 01:49 AM,480730
4705,JV5br,5o,11/30/1975 11:27 PM,383156
4706,pGk1,n,06/25/2013 04:20 PM,672755
4707,Af,z,05/30/2012 05:48 PM,6263
4708,uUw7Z,Nlb,06/11/1978 06:22 AM,159524
4709,ZJo8j,iv,01/07/1986 12:12 AM,25156
4710,MD2y,f6,04/05/2009 04:53 PM,263098
4711,CsioL,Ch,02/23/1985 12:05 PM,907544
4712,w,i,04/22/1986 09:18 PM,480643
4713,B2,Oohw,12/04/1995 04:54 PM,56062
4714,U,y8,08/28/1981 02:49 AM,183812
4715,4Waok,6R5r,07/04/1980 06:58 AM,514881
4716,koul,SRrRO,06/27/1994 09:05 AM,988504
4717,7,wkUq,10/26/1993 06:31 AM,216874
4718,Nk4c,my9,12/17/1974 04:54 PM,72918
4719,wh,Ep,11/04/2003 07:37 AM,166116
4720,c,np3t,11/15/1988 03:01 AM,886268
4721,KgVR,X,03/29/2014 04:55 AM,685674
4722,LXDOJ,8QXA7,10/30/1999 10:26 PM,449851
4723,zAdo,x4,09/27/1970 12:38 AM,602269
4724,PZS,LCvj,04/14/1984 03:32 PM,700576
4725,y,Cfn,01/24/1988 08:55 AM,611605
4726,NmNu,pyUz,07/31/1990 12:27 PM,880600
4727,B12E9,y,11/25/2003 11:11 AM,920523
4728,XRFWJ,ZebO3,04/29/1978 08:35 PM,380461
4729,5,3,09/23/2011 02:22 PM,138163
4730,b,qV,04/06/1976 09:08 AM,51216
4731,tg,2,10/17/1970 06:31 PM,462464
4732,4N5b,4TOb,10/12/1997 05:50 AM,806286
4733,RG,uHS,02/22/2001 06:59 PM,488093
4734,8s,YIJls,12/01/1982 08:09 PM,847373
4735,s,K,05/05/2003 03:25 AM,938614
4736,1kF,J,01/31/1994 03:59 PM,286579
4737,aG,FUj,12/09/1981 03:47 PM,472082
4738,9k4yg,48EL,09/18/2004 05:46 AM,48708
4739,2L3Au,5L975,07/29/1980 11:56 AM,21118
4740,g,r,10/10/1989 12:40 PM,413807
4741,d,i,01/21/2002 04:11 AM,563083
4742,6bGQU,EiS,07/14/1974 08:53 PM,798781
4743,PJ,c,08/06/1994 11:08 PM,16617
4744,b5Q,hR,02/22/1981 05:21 AM,536027
4745,pPbK2,aBP,03/31/1994 10:24 AM,533544
4746,v57,C75,07/23/1975 05:36 PM,151279
4747,yb,jbXCL,09/15/2014 06:58 AM,862030
4748,9j5C,O,09/02/2000 08:48 PM,29370
4749,R,t5KB,07/23/1973 01:01 PM,422315
4750,zYtBC,esy,05/28/1970 03:14 AM,138645
4751,euc,DK,05/01/1989 09:11 AM,209772
4752,yybx,v,04/14/1971 05:30 AM,755598
4753,93knF,JkALN,07/17/1983 10:00 PM,444541
4754,zkD3e,jyC,04/22/2001 07:55 PM,128135
4755,5rppf,4R4uq,09/19/1997 02:01 PM,536984
4756,WsbYL,GTwN,11/11/1999 08:43 AM,211956
4757,G,p83fd,09/06/1973 11:05 PM,84968
4758,WLRuB,bYrc,07/14/1971 04:06 PM,798238
4759,q,2L,09/29/1970 05:07 PM,917447
4760,ZPB,CnBh,12/21/1992 08:36 PM,47414
4761,hMOT,3JaH,09/27/1973 10:44 PM,803424
4762,7N,TM,03/08/1996 08:22 PM,877878
4763,5y,o9w,12/22/2012 11:35 PM,233626
4764,scvQ,os,11/09/1993 11:20 PM,683531
4765,A2,Hzc,04/21/1991 04:47 AM,486599
4766,AOm,nKgo,04/18/2000 11:33 PM,847562
4767,SsJ,e2,05/23/2003 10:20 PM,452219
4768,NBW,efA,12/19/1981 10:44 PM,506286
4769,BCInB,DFdlV,08/18/1993 01:03 PM,547900
4770,O,N,04/23/2004 07:09 AM,261328
4771,Dt,2IN6Q,02/07/1983 12:06 PM,878406
4772,WJ,n,08/12/2007 03:16 PM,396778
4773,p6uy,j,03/18/1974 01:14 PM,428715
4774,ds,es,04/26/1976 12:11 AM,567570
4775,ox,Sz,01/16/1980 09:54 PM,351668
4776,lEC,gp,03/10/2013 05:16 AM,83814
4777,5B7a,iiR,05/16/2012 09:21 AM,103266
4778,v,tgFz,06/16/2006 11:19 PM,121648
4779,qg6T3,rL,08/29/2001 03:37 AM,208765
4780,z,s3PG,11/24/1993 07:18 PM,685918
4781,Iu,6o9X,06/08/2011 06:01 AM,348930
4782,H,IistQ,09/22/1983 11:04 AM,251576
4783,STbC,EG,07/03/1989 02:41 PM,979556
4784,Ko,OcQ,11/05/2004 02:50 AM,690755
4785,Xmn,rO,10/22/1990 04:38 AM,128819
4786,F5,KD,04/05/1976 03:36 AM,525010
4787,6ZjC,P,02/06/1974 05:27 AM,431461
4788,FzaY1,JNd,03/28/1984 04:04 AM,233192
4789,9,WUrFB,10/31/1973 10:07 PM,742345
4790,FK,juLKV,05/03/2010 03:14 AM,88355
4791,nV2C,uagW3,08/28/2014 06:09 PM,937313
4792,DLtjR,8qGCu,08/03/1988 07:49 AM,845169
4793,jRD,LbVN,08/28/1992 09:27 AM,630160
4794,ct,MMK,04/26/2014 12:44 AM,18827
4795,gpcih,eeM1,02/02/2013 05:14 PM,32657
4796,Lzpb,tS,05/25/1981 05:54 AM,493762
4797,noMa,s,09/11/1991 09:48 AM,807574
4798,s,ljB,01/09/1978 12:36 AM,774813
4799,7,aivF,02/15/1990 10:12 AM,64263
4800,RMr,y,03/20/2006 08:20 PM,795823
4801,pBIa,DI,06/23/1997 09:04 AM,661356
4802,ZYldu,JW9jM,02/05/1979 11:51 AM,647836
4803,cX,bm,08/02/2004 02:16 PM,815390
4804,6X7f,olFp,06/29/2003 05:09 PM,191531
4805,27,4,01/19/1997 03:47 PM,921850
4806,SZCk,SM,05/04/1986 03:06 AM,547129
4807,P,YzF9w,11/20/2001 02:34 PM,349176
4808,w,G6C9,12/12/1997 05:52 AM,860016
4809,P,OoD1,03/11/2003 02:26 PM,122084
4810,h,MAyW,05/12/2006 07:52 PM,696200
4811,b,w,04/28/2008 06:19 AM,138984
4812,ZuX,vzRf,11/01/2014 12:29 PM,20137
4813,5ETl,bd,06/12/1987 06:07 AM,344304
4814,2ptt,6IL,12/21/2009 11:44 PM,637491
4815,4,V8AAR,06/02/1982 11:29 AM,609799
4816,PtGbH,VyDt,02/01/1999 03:13 PM,110426
4817,c,sykLT,10/29/1991 01:28 AM,113174
4818,z,t,11/13/1982 10:21 AM,52005
4819,3NNwe,PP,08/13/1970 01:35 AM,978608
4820,zNO,hcIJs,12/15/2005 02:53 PM,126994
4821,OM,ez8Et,11/13/1992 12:10 PM,908606
4822,Bs,k,09/23/2006 03:01 AM,481443
4823,bS28,BzbVJ,04/16/1982 10:42 AM,689233
4824,J,ydOG,12/30/1976 06:04 PM,717489
4825,Clr,gt,10/13/1984 02:16 PM,894457
4826,48uR,ynK9,11/06/1994 05:31 PM,322296
4827,BBn,C,04/13/2004 04:06 AM,362969
4828,iS,Fp1,10/17/2011 09:00 AM,27273
4829,Q7Yvj,i9,10/15/1997 06:10 AM,679973
4830,zZ,e9,10/20/1997 11:44 PM,824862
4831,gBMH,eyt,11/06/1994 06:19 PM,700798
4832,jXMc,7,11/20/1983 01:13 AM,906522
4833,1dqA,ZPic,11/30/2007 09:31 PM,235747
4834,L8E,Qo,02/20/1979 12:56 PM,879914
4835,u,h,03/26/1979 05:31 AM,179695
4836,B9el,jogR8,11/01/1973 09:18 PM,711868
4837,Y1CBO,nZSVE,11/04/2011 07:36 PM,14747
4838,Hu,C,10/13/1980 02:19 PM,919713
4839,4imi,4P,04/28/1971 09:46 PM,761937
4840,Tt,ahDh,06/02/2011 11:23 AM,620988
4841,S,X,06/22/1999 11:13 AM,148910
4842,VcGn,BoR,10/11/1998 11:43 AM,884483
4843,3MN3G,DPCI,07/24/1974 11:14 AM,944278
4844,jgM8g,71fm,11/27/1993 10:13 PM,616901
4845,7G,zZgzE,05/08/1981 10:34 AM,75593
4846,MWa,Cv,05/29/1998 01:42 AM,905556
4847,13WcX,r,06/17/1975 09:00 AM,568105
4848,h,mB,05/15/1985 06:29 AM,276751
4849,4tIq,9u,12/12/1982 04:19 AM,46683
4850,X,5IE,03/23/1981 05:40 AM,243537
4851,FqS,h,06/24/2002 08:39 PM,559895
4852,ibw,R,06/04/1975 04:14 AM,905640
4853,PqykI,UkknO,10/22/1975 06:20 AM,337826
4854,Roa,9gmiR,11/12/1978 09:34 PM,293994
4855,XHNCK,Xr,08/05/1991 11:45 AM,648159
4856,eD,S,04/21/1972 08:24 AM,884039
4857,oQVU,PTL,12/27/2003 10:39 AM,248879
4858,p8q2r,Q,09/19/1999 04:19 AM,389371
4859,SuRLR,PF4,12/29/1991 11:57 PM,187378
4860,bTrX,nBXuI,11/26/1977 11:59 AM,664219
4861,Z5,tTsdn,11/20/2009 02:07 AM,179540
4862,c,o,01/14/1984 06:30 AM,267538
4863,MXd,TsP,10/08/1978 11:08 AM,568449
4864,Uo,ThG,04/12/2005 10:09 AM,714607
4865,x,j,06/10/2003 08:16 AM,808187
4866,HvFNV,JeFa,04/16/1985 05:20 AM,270900
4867,K,1wbpH,10/14/1999 08:31 AM,598690
4868,ErUkr,j4UWQ,05/27/2014 05:50 AM,289982
4869,MUBR,lS,05/28/1990 02:45 PM,748789
4870,5D,9WSY,11/13/1975 12:53 AM,691192
4871,tGKTo,VEqnK,11/13/1991 07:09 PM,541864
4872,T1V,JMrN,10/15/2010 01:20 PM,454192
4873,vIUVT,OUKKi,02/20/1973 07:47 AM,64718
4874,g8ebs,pF,04/27/2013 08:49 PM,497203
4875,99fH,2,11/25/1992 05:20 PM,278492
4876,oRA,l,08/03/1982 01:51 AM,724844
4877,I,J7,07/30/1998 10:09 PM,546885
4878,Qb,do,05/15/1992 04:57 PM,310770
4879,g,E1,07/27/1972 08:42 AM,523011
4880,S1,obZq,02/27/1981 05:52 AM,108476
4881,g,J,10/06/1988 12:34 AM,363131
4882,P,j,10/26/1995 11:16 PM,160129
4883,rX1Iz,DjU,05/03/2006 03:41 PM,165224
4884,hT,rJcuD,11/07/2010 09:16 PM,963485
4885,2ngA,8jO,01/18/1991 02:13 AM,2384
4886,rEXxX,S,08/15/2012 05:24 PM,287837
4887,V9V,M21,03/29/2005 06:41 AM,894549
4888,k,L9,02/20/1971 02:20 AM,141554
4889,vTo4i,F,10/10/1970 11:48 AM,176579
4890,gDnV,s,10/22/2012 02:28 AM,764616
4891,K,3nY,03/29/1978 11:01 PM,670543
4892,rSI,nTyhF,05/06/1978 10:02 PM,167978
4893,GF,iOoZ,03/16/2005 11:18 PM,495200
4894,6GlwF,UK6,12/23/1986 06:01 PM,985118
4895,v3,DGGTH,12/24/1984 07:55 PM,321954
4896,xP,rQ,06/06/1972 10:37 AM,491517
4897,Fe,U,08/26/1975 12:44 PM,360193
4898,1Jd,JdC,02/09/1977 03:02 PM,303221
4899,Ty,p,02/26/1992 12:39 PM,695063
4900,KsW,sQC,02/11/2005 11:34 AM,192516
4901,DFu,jc,07/18/1974 04:20 PM,381539
4902,C1J,of,03/09/2003 07:29 AM,192047
4903,dI,LHq,02/12/2010 06:50 PM,713328
4904,UjK,GONC4,02/21/1988 07:59 AM,28742
4905,oZ,rwY,03/09/1988 10:13 PM,519888
4906,Q,Yv,05/20/1971 06:46 PM,60600
4907,c,Of2d,02/08/1988 09:14 PM,372716
4908,G,pC5,08/14/1981 06:36 PM,885593
4909,epr,v,02/14/1998 10:55 PM,215785
4910,2,5TVKd,01/17/1979 06:57 AM,650886
4911,9,Y1k8E,10/11/1977 02:05 AM,469774
4912,LCEAh,5lcd,11/23/2001 07:49 PM,74820
4913,V,3,06/26/1984 12:03 PM,33786
4914,SXbra,Y,07/11/1987 11:15 PM,378502
4915,C,7t,09/03/2008 07:58 AM,526045
4916,Nv,Ykzof,06/16/2011 08:46 AM,325099
4917,Yv,ftt,12/31/1987 03:29 AM,817066
4918,jQgV,7o,05/28/2004 06:25 PM,774560
4919,8b6,lzxI,09/17/2013 02:58 PM,196065
4920,K,PX,12/27/2005 08:39 PM,929481
4921,LfdUf,9ZzYI,12/14/1986 08:48 AM,266775
4922,8DxM,j,10/31/1974 08:32 PM,167314
4923,On,WW,03/20/1985 10:10 AM,346555
4924,EM8p,e,10/24/1976 11:45 PM,98354
4925,8,H,09/02/1975 04:24 PM,855421
4926,Et,6Hhy,06/08/1970 12:20 PM,380875
4927,Ky6,muu,02/22/1985 04:48 PM,477042
4928,uEZOM,3S9,07/02/1972 06:54 PM,105701
4929,FEveB,ajS,08/09/2013 06:51 PM,91067
4930,rh4,Ek,07/20/1976 08:40 AM,255570
4931,6TLty,XFJF,11/23/1998 09:04 AM,683173
4932,kO,FtgQ,07/16/1986 08:25 AM,619614
4933,R,O,09/23/2011 05:25 PM,725095
4934,B6dgT,pTYn,11/21/1970 08:10 AM,920454
4935,J,iPr,06/05/2006 06:21 AM,538702
4936,c59,fvgIx,05/25/1984 11:44 AM,308670
4937,Er5DS,VXM,01/02/2011 10:57 AM,471387
4938,A9,ojRG,11/24/2001 09:52 PM,727217
4939,fMp54,kbYc,05/12/1971 11:23 AM,255812
4940,xf,oIo,09/02/2007 02:34 PM,14411
4941,ze7,hmPMs,09/13/1985 06:42 PM,300541
4942,l,B8,01/07/1993 07:44 AM,769705
4943,mN,8NG1,09/27/1984 04:15 AM,156767
4944,zuX,44ja,04/07/1986 03:00 PM,927197
4945,BHGRh,9,01/10/1973 11:23 PM,852814
4946,ohmXF,A,05/24/2003 04:29 AM,682868
4947,S,hMGC,04/10/1996 12:33 PM,115516
4948,yyQQ,a,11/07/1977 03:28 AM,952050
4949,N,cQiF,10/07/2001 08:49 AM,594294
4950,XpT8,Q,01/10/1994 10:01 AM,917963
4951,p1N,nYhM,03/24/1982 11:18 AM,225177
4952,u1Gxj,APD,02/19/2008 04:14 AM,886325
4953,CETW,k,03/09/2001 04:52 PM,263981
4954,Kzs,HJJU,03/12/1990 10:10 AM,909779
4955,hcYyT,3UX2l,12/07/2012 11:04 PM,279956
4956,u,O,07/01/1997 06:30 AM,654651
4957,VuY,Ty,06/14/2009 07:36 PM,8909
4958,SR,qZM3,12/06/1987 01:30 AM,500058
4959,UnK,uQnS,07/30/2007 03:54 AM,755783
4960,gIl,6o37B,11/07/1987 05:34 PM,194036
4961,eIFF9,iXq,01/31/2004 03:13 AM,667576
4962,MOtRz,Njin,06/14/1984 04:02 PM,40572
4963,DO,L4fDZ,03/29/2010 04:08 PM,463519
4964,VsTi1,w4B3,11/23/2012 08:31 PM,246759
4965,zaN,3,01/04/2000 01:27 PM,541951
4966,2W,Mq1,09/08/1975 03:59 PM,739104
4967,JLcT,5VJ,07/07/2013 07:29 AM,17404
4968,68dH2,T8qHA,10/08/1976 10:17 AM,134419
4969,8,dg,04/02/1990 12:02 AM,821637
4970,IQS,awVW7,08/09/1974 09:49 AM,655696
4971,dMzJ,aG,08/08/1990 07:53 PM,920965
4972,14AUn,fziX,04/29/1973 03:34 PM,768626
4973,qC,V1,10/03/2010 06:46 PM,526084
4974,FBWu7,rZlG,12/29/2009 04:04 PM,325756
4975,3fVB,XK,09/15/1983 05:32 AM,116573
4976,d,kMaX,12/19/1980 10:45 PM,519530
4977,7f,Zl,01/29/1976 04:06 AM,319770
4978,8lB,8I,01/19/2003 07:52 PM,518094
4979,aJH,1,10/02/1978 07:40 AM,621102
4980,wzC,y,12/11/2004 10:38 PM,498646
4981,TIc6D,YeAz,09/13/2006 04:27 PM,577481
4982,Cs,S,10/12/1991 12:49 PM,131323
4983,5,Brmi,10/21/1976 08:36 AM,930364
4984,f6,D3zF,01/20/1973 10:24 PM,247436
4985,3c,Xzf6,05/02/1996 06:25 AM,664028
4986,m,jo5,05/02/1990 01:07 PM,180106
4987,9,yfR,01/28/1994 10:02 AM,452496
4988,Xw2uS,4Mkfx,10/05/1988 12:32 PM,937517
4989,mTO,SKUH,12/18/1989 01:14 PM,308751
4990,XldY,b,06/17/1976 05:52 PM,691034
4991,BRK2,j5Y,05/22/2000 03:16 AM,82502
4992,P,g,10/03/1982 06:59 AM,297221
4993,7T6P,eK,06/15/1970 06:01 PM,972593
4994,qVp,rl,05/29/1987 01:14 AM,42355
4995,Kj,gCg8,03/07/1982 10:01 PM,627813
4996,KD,ZLv7,09/19/2013 04:45 PM,936657
4997,bm,mU9MU,02/28/1978 03:26 AM,701771
4998,h,g,06/25/1979 01:56 AM,526487
4999,kHQX,R2,01/11/2010 07:28 AM,389860
5000,PM4s,orSrA,09/18/1987 01:51 AM,800521
5001,qI3D,ds,04/29/2004 10:00 PM,845877
5002,Os6,TC,05/26/1990 09:54 PM,345251
5003,KRm,26,09/13/1985 01:49 AM,181730
5004,S,V9,12/16/1973 01:35 PM,266534
5005,qmdXq,FT,01/15/1976 10:56 AM,438724
5006,iG,9xp,06/23/1974 12:33 AM,661988
5007,r,yMF4,11/10/2003 04:27 PM,857527
5008,HHH,AFiH,06/12/1993 02:33 AM,223865
5009,ET9,J,03/27/2011 10:06 AM,550790
5010,mBBN,C,05/06/2004 01:20 PM,606772
5011,3,F,01/08/1976 12:08 PM,308156
5012,xOp,nuOc7,11/16/1980 01:19 AM,250341
5013,LPpC,7OdCC,12/24/1973 04:01 AM,864713
5014,S7M,4Yb,12/13/1986 09:58 AM,475555
5015,6DE,Jn,05/23/1979 10:58 AM,820115
5016,D,Z,03/14/2007 07:13 PM,646050
5017,AqT9,H2pkp,02/05/1979 04:41 PM,846668
5018,A2,wcA,05/14/1975 02:40 PM,737579
5019,kx8x,wIFPH,02/20/1979 06:28 PM,256494
5020,e31,D,05/11/1996 02:24 PM,79006
5021,HVR51,8rX6m,08/20/1972 01:08 PM,240504
5022,QbteT,gdAF,07/01/1981 03:40 AM,705421
5023,8y,zL,05/30/2002 05:59 AM,368114
5024,So,MZby9,05/31/1985 01:28 AM,432573
5025,pEOUP,q,02/07/1997 12:34 AM,136952
5026,Da2a,JTIUB,08/18/2000 07:04 PM,74230
5027,DFO48,wt,08/13/1972 12:28 AM,813426
5028,qfuGH,8AxJ,06/12/1999 07:35 AM,69985
5029,El,K,05/17/1973 01:31 PM,230290
5030,tr3z,suZhn,03/20/1977 01:48 AM,154192
5031,XTaDJ,YRX,07/26/1978 09:00 PM,877147
5032,O,yP,02/23/2004 07:15 PM,506497
5033,zkhM,Q6lCd,01/08/1981 02:42 AM,941904
5034,JJB,KL,02/27/1985 12:25 PM,151443
5035,em,W,11/28/2008 04:17 AM,274177
5036,cN,r,10/30/1983 06:12 PM,860934
5037,sWzw7,o1,05/06/1996 02:11 PM,774820
5038,P,3n9U5,08/10/2008 10:52 AM,639200
5039,K,pdo,07/01/1975 10:54 PM,821823
5040,B9fWz,nJJ,06/02/1973 04:52 PM,534856
5041,LPO,hxE,03/18/2007 11:46 AM,789812
5042,dJ,Q,04/07/2014 06:58 PM,709451
5043,yE7,iG4tM,04/04/2011 04:41 AM,405901
5044,Qec,b2hJM,05/08/1976 11:26 AM,770456
5045,1,K,07/11/1999 02:07 PM,415802
5046,pEZ,6nnKv,07/17/1990 01:12 PM,730878
5047,N,u3YT2,11/08/2000 10:07 AM,206171
5048,P1P,NDH,05/28/2010 11:12 AM,279741
5049,COh,SgPSk,08/05/2012 04:30 PM,997150
5050,oC,zCBrf,03/11/1982 06:08 PM,610251
5051,NswV,uBE8,03/07/1985 07:27 PM,320139
5052,4Zb,5djM,04/04/2002 11:50 PM,33685
5053,gD,AxkD,01/21/1974 01:52 PM,221086
5054,FG,216,04/22/1979 01:36 PM,266448
5055,g9kd,M,05/21/2008 12:36 PM,241913
5056,LBer,j,05/15/1978 08:39 PM,637216
5057,t,9,08/13/1988 03:22 PM,90228
5058,okEIL,9Eb,04/29/2004 07:37 PM,581650
5059,e9k,1,07/20/1998 05:24 AM,188533
5060,MrU,8C3y,05/13/2014 04:11 AM,973835
5061,Gcc1T,vyUB4,10/25/1994 04:19 AM,864402
5062,REAi,rRi,03/14/1993 09:13 PM,688408
5063,LUN,1J,12/31/1974 01:07 PM,666718
5064,qg4d,eUT3B,11/11/1992 02:27 PM,222592
5065,W1,3zcC,05/22/1990 12:44 AM,304148
5066,xV,7RTyL,02/07/1993 10:32 AM,617490
5067,7oNf2,1F8,10/27/1975 03:08 AM,467641
5068,iyz,4vs,05/15/2005 06:03 AM,213967
5069,U,xg,10/11/1981 02:52 PM,744354
5070,u,n,10/23/2011 10:12 AM,410963
5071,P4fT,tnkzz,12/13/2007 01:39 PM,920832
5072,jF,DAo,06/15/1980 07:52 PM,9149
5073,af,p,02/16/1972 05:38 AM,477262
5074,ZiVvn,nIZy,03/17/2011 01:58 AM,323891
5075,mL,9,04/03/1992 10:52 PM,993799
5076,AW2I,bQ,02/04/2006 01:16 PM,386365
5077,q,Z,12/02/1997 06:09 AM,22530
5078,vKq2r,nwl,02/14/1972 03:54 PM,285266
5079,i,E,02/07/2013 04:13 PM,158636
5080,z7p7M,dg47,07/07/2005 09:24 AM,786367
5081,Zj,K,01/22/1982 08:36 AM,534787
5082,LnEbs,r,02/15/2009 10:35 AM,530914
5083,7on4,od,04/21/1970 08:32 PM,574718
5084,SGs,w,04/07/1980 12:54 AM,899291
5085,J,tVTPD,04/16/1971 07:34 AM,361233
5086,Qo5,pgG,12/15/2008 12:18 PM,574524
5087,9tPb,no5,04/21/1973 06:16 AM,823947
5088,O,b6,06/16/1973 05:51 AM,242306
5089,rWz,b,10/11/2003 06:22 AM,402696
5090,K,oDArQ,01/10/1984 07:42 PM,743025
5091,3zFHE,HHc,02/26/2009 07:39 PM,413414
5092,Kkjcu,1,06/10/2003 08:53 PM,483349
5093,x,XG1G5,01/17/1997 09:34 PM,379244
5094,jZHX7,Pg,07/13/1991 05:08 PM,312981
5095,y,Wxt,09/20/2013 12:15 PM,662925
5096,9T2M,sxuN,07/05/1992 08:13 PM,123089
5097,Ao5n1,hei,11/07/1994 08:36 AM,892049
5098,wdNIP,UZYlY,07/30/2012 12:27 AM,242769
5099,qQW,c7Z,03/03/1987 05:42 PM,135200
5100,vP76,Ez32,08/02/1979 09:49 PM,81278
5101,4,dsYHa,11/23/2001 12:35 AM,926353
5102,XUWnB,creB5,09/19/2011 03:35 PM,522057
5103,y,b,01/08/1996 05:31 AM,685772
5104,anR6U,lo,06/26/1990 10:03 AM,505118
5105,AY,Qaw,06/17/2013 03:08 PM,29599
5106,DHR,QbIx,02/15/1988 11:36 PM,800002
5107,XhC,3o74,05/21/2010 12:42 PM,755883
5108,K,OX,04/04/1979 05:33 AM,735990
5109,b,OP49,08/27/1997 01:53 PM,246578
5110,uC4,rno,09/25/1984 04:04 AM,330595
5111,vN,lVz,05/30/1995 11:34 PM,906397
5112,7tA,9,07/14/1980 04:15 PM,313591
5113,W7d,iiF,02/08/2012 07:06 PM,238024
5114,3,GijJf,06/04/2012 07:00 PM,71189
5115,QNrxI,G,11/06/2004 02:45 AM,821992
5116,MSnW,9qZ,12/08/1976 04:55 PM,26355
5117,Fi,PnV,12/19/2011 05:17 PM,699510
5118,M6,GBLL,11/14/1975 09:08 AM,510199
5119,d,VK,08/10/1993 12:24 PM,708032
5120,E,exuR,10/18/1997 10:27 AM,494516
5121,VE,VbUW7,12/28/1985 09:06 PM,513342
5122,XKNFt,S5,08/18/2002 10:41 AM,530112
5123,daBM,cClog,12/18/2000 05:13 AM,189011
5124,lqEf,AjU,12/13/1976 07:33 PM,869084
5125,Y,5gmVs,04/01/2008 02:28 AM,558635
5126,5lrn,2K3,06/15/2002 01:19 AM,309905
5127,Q,9Mg,03/11/1997 12:19 PM,821197
5128,aC,KkDD,09/22/1994 08:19 AM,826530
5129,ofD8D,ecgmM,11/27/1979 09:03 AM,1633
5130,52,V3g4A,05/29/2000 02:48 PM,673389
5131,JA,GoYQd,03/17/1982 01:49 PM,76591
5132,e,N,09/21/1980 06:51 AM,179472
5133,TB54i,hWPDr,09/13/1983 02:12 AM,129913
5134,uj,FGH,01/05/1985 12:43 PM,63277
5135,v,Bqr5u,04/27/1971 03:14 PM,911709
5136,LH6y,P,08/27/1994 07:39 AM,41459
5137,Tgr,1,03/15/2007 05:05 AM,566237
5138,X,p,09/20/1981 10:25 PM,448946
5139,Veb58,Tx,01/01/1974 05:52 AM,434560
5140,Ie5IB,EC,02/25/1996 06:56 PM,851310
5141,4B,UqgkK,07/23/1972 07:21 PM,614378
5142,E,hQpw,11/22/1993 11:06 AM,669773
5143,Bept,P,07/01/2009 12:32 PM,899102
5144,F5vtQ,Qx,03/17/2004 11:16 PM,631361
5145,wP,ha1M,12/23/1997 03:44 AM,125029
5146,2M,6C,10/30/2009 05:15 PM,691555
5147,aO,qGs,01/06/1996 09:54 PM,893093
5148,x,f,06/15/1984 04:03 PM,34860
5149,k8,6AC,05/21/2010 01:08 AM,777248
5150,udP,z,10/20/2002 12:49 AM,122397
5151,6l4W,LeKp,05/06/1978 04:27 AM,407260
5152,aRtJx,ii,08/22/1978 10:21 AM,495618
5153,Qw,Sh,11/22/1975 08:14 PM,839614
5154,H,ksU,01/05/2012 01:55 PM,659153
5155,kU,fR7I,10/18/2008 08:29 PM,87874
5156,MZUM,M3jW2,04/17/1986 04:16 AM,215975
5157,edGfH,dRngI,08/31/2009 02:41 AM,616093
5158,cu,YruK,06/26/1974 01:32 AM,785065
5159,v,ws,12/02/1990 09:15 AM,188384
5160,17r,7M,06/18/1996 05:50 PM,408106
5161,OIc6,eX,10/06/1992 09:52 PM,961385
5162,TQqu6,E49gl,01/01/2010 11:08 AM,692165
5163,Tf,qvlN,02/10/1983 11:44 AM,712456
5164,LV3,Fh7t2,05/25/1987 08:30 PM,98673
5165,iV,XFP9,08/26/2012 07:49 PM,733755
5166,hH4M,gtL,12/16/1982 08:00 PM,401572
5167,KMiem,5Yug,11/03/1993 04:22 PM,937273
5168,z,YY,12/30/1987 08:09 AM,282021
